RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
303,15566004,Smith,681,Germany,Male,47,9,26739.2961624726,1,1,0,71577.83326746232,1
304,15566005,Smith,792,Spain,Female,39,4,86936.89626456783,1,1,1,69408.74588726004,0
305,15566006,Smith,735,France,Female,41,9,11308.133743289785,1,0,1,67589.93497828694,0
306,15566007,Smith,620,France,Female,55,10,75734.70477721834,2,1,0,119582.49784817731,1
307,15566008,Smith,669,France,Male,32,6,94308.32489991943,2,1,0,72605.71782253335,0
308,15566009,Smith,702,Spain,Female,46,8,67265.48344327227,1,1,0,51199.771184716075,0
309,15566010,Smith,575,France,Female,37,1,110693.87220450689,2,0,0,105574.56100226451,0
310,15566011,Smith,389,Spain,Female,37,5,79950.72247436286,2,1,0,153272.6270172445,0
311,15566012,Smith,566,Germany,Female,53,2,48879.26358112454,1,1,0,113515.85092627045,1
312,15566013,Smith,434,France,Male,49,9,46659.33410988304,1,1,1,162857.53760217517,0
313,15566014,Smith,574,France,Male,49,9,115545.68863078482,1,1,0,90841.1425034422,0
314,15566015,Smith,479,Spain,Female,55,3,42312.898509651626,2,0,0,95049.85524550061,1
315,15566016,Smith,738,France,Female,40,4,120770.14852424685,1,1,0,109246.39273189747,0
316,15566017,Smith,531,Spain,Male,48,4,136135.58964159654,1,0,1,147510.0075106098,0
317,15566018,Smith,704,Spain,Female,36,9,0.0,1,1,0,107810.46800256483,0
318,15566019,Smith,726,France,Female,43,7,131646.31936505175,2,0,1,40819.82976072326,0
319,15566020,Smith,720,Germany,Male,38,4,178021.13492223495,2,0,1,200000.0,0
320,15566021,Smith,463,France,Male,41,1,87600.18806009642,1,1,0,174229.83494941413,0
321,15566022,Smith,762,France,Male,47,1,104954.20926474112,1,1,0,128947.73530479,0
322,15566023,Smith,692,Germany,Male,30,0,126850.26621845792,2,1,1,65219.738392108426,0
323,15566024,Smith,730,France,Male,65,1,61225.88424104889,3,1,1,78045.93992445274,1
324,15566025,Smith,832,France,Female,27,0,84114.01117689349,2,0,1,130249.78763190348,0
325,15566026,Smith,729,Germany,Female,25,2,9290.023518844537,4,1,1,58693.0558183449,0
326,15566027,Smith,531,France,Male,53,4,81931.75142652255,1,1,1,83574.35751080257,0
327,15566028,Smith,715,France,Male,49,2,99905.59978222707,1,1,0,63829.107714825215,1
328,15566029,Smith,499,Spain,Female,47,10,100808.15114632346,2,0,1,104514.56644776913,0
329,15566030,Smith,643,France,Male,47,6,128271.23617987902,1,0,1,119505.27700321772,0
330,15566031,Smith,599,Spain,Male,39,9,36259.891093223545,1,1,0,137105.9832046053,0
331,15566032,Smith,651,France,Male,29,10,48369.66216632518,1,1,1,41368.92730345798,0
332,15566033,Smith,499,Spain,Female,40,1,169775.36729956776,1,0,1,70581.17971576372,0
333,15566034,Smith,510,France,Female,31,4,67483.5813118145,1,0,0,64739.96055749527,0
334,15566035,Smith,605,Germany,Female,51,2,85001.6893656164,4,0,0,65885.53731602977,1
335,15566036,Smith,627,France,Female,38,1,71649.49791373895,1,1,0,103814.63592557756,0
336,15566037,Smith,607,Spain,Male,30,3,33915.95868474888,1,1,0,68138.34077874593,0
337,15566038,Smith,795,Germany,Male,36,8,156176.4605445903,1,0,0,39523.13262594048,0
338,15566039,Smith,692,France,Male,44,8,48614.92940396971,2,0,0,109113.75264541473,0
339,15566040,Smith,689,France,Male,33,5,18635.723814653502,2,0,0,10000.0,0
340,15566041,Smith,611,France,Female,30,6,52462.98613486242,1,0,0,71768.1406469825,0
341,15566042,Smith,510,Germany,Male,42,0,0.0,1,1,1,153454.39626215576,0
342,15566043,Smith,649,Germany,Female,42,2,42435.62675084091,2,1,0,167494.58964682044,1
343,15566044,Smith,830,Germany,Male,33,1,26593.570107383668,1,0,0,129721.817663276,0
344,15566045,Smith,672,Spain,Female,34,8,105871.43154636622,4,1,0,79571.36936489157,0
345,15566046,Smith,761,France,Male,42,9,41329.288022006374,2,1,1,133614.1849350464,0
346,15566047,Smith,773,France,Male,22,7,119390.19677894242,1,1,0,200000.0,0
347,15566048,Smith,705,Germany,Female,23,2,144924.19965346606,3,0,0,117144.71004821529,0
348,15566049,Smith,672,France,Male,31,9,114058.76681437995,1,1,0,140875.86703203403,0
349,15566050,Smith,551,France,Male,37,7,64230.58555699617,1,1,1,199765.83138501504,0
350,15566051,Smith,629,Spain,Female,43,9,82055.72483527965,1,0,1,131680.10608290182,0
351,15566052,Smith,613,France,Male,57,7,0.0,2,1,0,63159.75052981729,1
352,15566053,Smith,682,France,Male,50,10,68311.03137393802,1,1,0,10000.0,1
353,15566054,Smith,508,Spain,Male,38,7,31978.076596658342,1,1,0,135424.00264658415,0
354,15566055,Smith,596,France,Male,39,3,109716.31905746495,1,1,0,58256.5028311606,0
355,15566056,Smith,690,France,Male,27,6,203637.6194622237,2,1,1,123012.88598344485,0
356,15566057,Smith,579,Spain,Male,39,9,99991.08179869047,1,1,0,41014.73876581006,0
357,15566058,Smith,558,Spain,Male,36,7,0.0,1,0,1,73969.88283185143,0
358,15566059,Smith,570,France,Female,43,9,56938.490354281355,2,1,0,139693.94705746853,0
359,15566060,Smith,622,France,Male,30,4,81124.54626872273,2,0,1,10000.0,0
360,15566061,Smith,411,Germany,Male,46,8,79367.87126301319,2,0,0,200000.0,1
361,15566062,Smith,575,France,Male,58,8,38459.34371956234,1,1,0,32442.02566068516,1
362,15566063,Smith,745,France,Female,38,2,87264.58713184677,2,1,1,72283.16686232052,0
363,15566064,Smith,682,France,Male,44,2,12874.958154030639,1,1,0,86677.52091934119,0
364,15566065,Smith,692,France,Female,48,7,27754.563865746648,1,1,1,85003.37380040843,0
365,15566066,Smith,467,Spain,Male,35,6,107289.88208018558,2,1,1,57775.07933802132,0
366,15566067,Smith,608,Germany,Male,42,8,24216.838456008707,2,0,0,181651.81053721745,1
367,15566068,Smith,638,France,Male,40,1,101910.58027461286,2,0,1,70299.83373235454,0
368,15566069,Smith,696,Germany,Female,41,1,6526.811267197103,3,0,0,151472.13022772007,1
369,15566070,Smith,761,Germany,Male,30,6,163241.2941895868,2,1,0,49010.38616338416,0
370,15566071,Smith,745,France,Male,40,7,36286.50387979727,1,1,1,23766.850020279744,0
371,15566072,Smith,591,France,Female,45,2,63816.671409827795,3,1,1,138406.9180059989,0
372,15566073,Smith,593,Spain,Male,57,0,91530.6630545203,1,1,0,161263.56344239064,1
373,15566074,Smith,791,France,Male,51,9,46732.50237494528,2,1,1,105383.44279079868,0
374,15566075,Smith,613,Spain,Female,65,6,82170.29805356522,1,1,1,200000.0,0
375,15566076,Smith,541,Spain,Male,30,10,103767.83622600629,1,0,0,88941.55293685858,0
376,15566077,Smith,629,France,Male,50,5,123030.66162517427,2,1,1,111816.2619013271,0
377,15566078,Smith,784,France,Female,42,0,114574.87179864786,1,1,1,68616.6264587337,0
378,15566079,Smith,559,France,Male,66,8,66409.4768098663,2,1,1,75941.42168303684,0
379,15566080,Smith,607,France,Male,30,10,67668.41129781988,2,0,0,158997.10394180156,0
380,15566081,Smith,563,France,Male,29,10,192455.42790125165,1,1,1,180556.8208236809,0
381,15566082,Smith,745,Germany,Male,32,10,122494.4534124646,2,0,0,153953.69898501772,0
382,15566083,Smith,678,France,Male,18,5,28908.81718398932,2,0,1,58035.655475064945,0
383,15566084,Smith,742,Spain,Female,33,4,79999.4081882776,2,0,1,79335.61372125076,0
384,15566085,Smith,806,France,Female,30,2,58242.843061090374,2,1,0,19128.438601685964,0
385,15566086,Smith,498,Germany,Female,41,8,68233.28830384451,1,1,0,179300.1381900455,0
386,15566087,Smith,574,Germany,Male,44,6,13525.242114595603,1,1,1,166791.85900449124,0
387,15566088,Smith,606,Germany,Female,62,3,54403.838280702344,1,0,1,121969.43116029413,1
388,15566089,Smith,656,France,Male,51,0,165577.78865969565,1,1,0,132381.56645071332,1
389,15566090,Smith,700,France,Male,33,3,103953.81504377515,2,1,0,130969.57646448414,0
390,15566091,Smith,600,France,Female,29,2,0.0,1,1,1,55723.7278265713,0
391,15566092,Smith,580,France,Female,45,5,135836.17462489734,4,0,0,46996.77122037236,1
392,15566093,Smith,745,Germany,Female,24,10,129481.47614545806,2,1,0,110424.64827451884,0
393,15566094,Smith,704,Spain,Male,61,0,57035.734784679174,1,1,1,134356.41343731032,0
394,15566095,Smith,681,Spain,Male,54,10,110863.17718916075,1,1,0,96159.89804243333,0
395,15566096,Smith,435,Germany,Female,34,3,32030.039459139967,2,1,0,120245.96697665338,0
396,15566097,Smith,770,Spain,Female,19,0,51487.21418668213,2,1,0,141669.45942459704,0
397,15566098,Smith,668,Spain,Male,56,0,149927.3180334927,4,0,1,146989.5819166971,1
398,15566099,Smith,633,France,Female,38,5,61413.49800651458,1,1,0,47115.60040597219,0
399,15566100,Smith,568,France,Male,54,5,0.0,1,1,1,10000.0,0
400,15566101,Smith,586,Spain,Female,20,8,71834.83886093316,3,1,1,43463.70377820782,0
401,15566102,Smith,560,Germany,Male,32,10,71070.58035428217,1,1,0,120966.96367459203,0
402,15566103,Smith,450,France,Female,40,6,134918.42846867297,2,0,1,10000.0,0
403,15566104,Smith,568,Spain,Male,40,5,75716.821108788,1,1,0,104247.49985344548,0
404,15566105,Smith,490,France,Female,34,2,53920.884427985366,2,1,1,145185.99186228798,0
405,15566106,Smith,643,France,Female,47,2,127252.80726156029,1,0,0,100168.45041912452,0
406,15566107,Smith,534,France,Female,27,4,81039.51162505551,2,1,1,134038.66053431918,0
407,15566108,Smith,722,Germany,Female,38,5,37498.86592171415,2,1,0,73384.76005946545,0
408,15566109,Smith,483,France,Female,41,5,132749.87802708088,4,0,0,114729.68188227167,1
409,15566110,Smith,769,Spain,Male,46,7,84683.08822583997,1,1,1,95012.70944951793,0
410,15566111,Smith,733,France,Male,48,7,75146.29833397189,1,1,0,57919.28984538664,1
411,15566112,Smith,543,Spain,Male,26,0,83895.41957058272,1,1,1,40113.69083765913,0
412,15566113,Smith,640,France,Male,21,2,21466.581429170154,3,1,0,22425.713732202566,0
413,15566114,Smith,564,France,Male,55,4,48617.311191083136,2,0,0,147004.64203258534,1
414,15566115,Smith,707,France,Male,43,8,75179.13009163916,2,0,1,119394.41951189411,0
415,15566116,Smith,829,France,Male,31,3,65266.815248766005,1,1,0,52613.2275424624,0
416,15566117,Smith,768,France,Female,58,4,138621.41914082976,1,1,1,44618.010789340835,0
417,15566118,Smith,581,Germany,Male,41,0,85870.29263635018,1,1,0,100922.34039100674,1
418,15566119,Smith,661,France,Female,54,6,117745.19613182012,1,1,0,113483.52544068704,1
419,15566120,Smith,802,Spain,Male,40,1,75469.76772879247,2,1,1,71540.66574909704,0
420,15566121,Smith,702,Spain,Male,64,0,127814.42418730615,1,0,0,68346.27502129867,1
421,15566122,Smith,751,Spain,Male,61,1,94876.3878286577,2,1,0,97269.95717210548,1
422,15566123,Smith,715,Spain,Male,37,7,75671.02426942301,2,0,1,95955.95875401549,0
423,15566124,Smith,657,Germany,Male,51,0,74335.84555204902,3,1,0,67545.65075605323,1
424,15566125,Smith,643,Germany,Male,47,0,27278.068685451835,2,1,0,103285.01515512116,1
425,15566126,Smith,528,France,Male,56,0,100345.78600681553,1,1,1,10000.0,0
426,15566127,Smith,573,Spain,Female,28,10,72989.76327318106,2,0,1,117630.66423370258,0
427,15566128,Smith,559,France,Female,48,1,49900.40199093977,1,1,0,138109.36918658722,1
428,15566129,Smith,614,France,Female,52,0,130323.08854060358,1,0,1,81517.32363688567,0
429,15566130,Smith,659,France,Male,18,1,12489.198705259943,2,1,1,172100.1861368984,0
430,15566131,Smith,639,Germany,Male,25,10,53875.2052283783,3,1,1,63590.494144251905,0
431,15566132,Smith,671,Spain,Female,18,6,126385.93743897666,1,1,0,105477.52726767756,0
432,15566133,Smith,716,Spain,Male,36,0,90776.14704601266,1,0,1,50446.01280080764,0
433,15566134,Smith,608,France,Male,48,9,72607.05361736214,2,1,0,100890.91905064577,1
434,15566135,Smith,723,France,Female,58,1,87550.17715750732,1,1,1,87206.51199355721,0
435,15566136,Smith,763,France,Female,40,2,83970.70855244207,2,1,1,38369.441891595736,0
436,15566137,Smith,691,Germany,Female,59,1,0.0,1,1,1,121853.87461023664,1
437,15566138,Smith,595,France,Male,23,2,57536.905732601925,1,1,1,116822.99748676237,0
438,15566139,Smith,744,Spain,Male,19,6,155826.08272568745,2,1,0,88336.51387442849,0
439,15566140,Smith,698,Germany,Male,39,1,42033.793261141625,3,1,0,43130.80842721554,1
440,15566141,Smith,711,Germany,Male,44,2,59084.9492947833,2,1,1,135525.36322587015,0
441,15566142,Smith,803,Germany,Female,39,5,47918.96183454062,2,1,0,114169.91098513703,0
442,15566143,Smith,720,France,Female,18,3,70649.23883409314,1,1,1,196897.5522319476,0
443,15566144,Smith,807,Germany,Male,38,0,45843.85843378509,3,0,0,42692.28904096746,1
444,15566145,Smith,635,Germany,Female,24,7,99337.075107903,1,1,1,101984.4844433691,0
445,15566146,Smith,606,Germany,Male,48,6,84865.67061451334,3,1,1,200000.0,1
446,15566147,Smith,764,Germany,Male,44,7,113677.3807553509,1,0,0,144451.13264499776,0
447,15566148,Smith,551,Germany,Female,28,8,22452.941690551976,1,0,0,108029.11381082697,0
448,15566149,Smith,838,France,Male,33,8,57982.975855854835,1,1,1,47030.93902085252,0
449,15566150,Smith,780,France,Female,27,2,63713.86841939325,2,0,0,139549.17147596588,0
450,15566151,Smith,658,Spain,Male,39,10,97782.34550442974,1,1,1,76482.37029474886,0
451,15566152,Smith,770,Spain,Female,51,8,35338.94013964828,3,1,1,78436.11286519848,0
452,15566153,Smith,716,France,Male,28,10,120782.6902129172,1,0,0,185356.1750409589,0
453,15566154,Smith,520,Spain,Male,46,5,134320.77952588044,1,1,1,160865.67527052862,0
454,15566155,Smith,568,France,Female,33,9,25556.382618220807,1,1,0,108008.31761305114,0
455,15566156,Smith,678,France,Female,30,9,50456.355255321716,1,0,0,86350.98641110322,0
456,15566157,Smith,665,France,Female,38,1,48403.42458539538,2,1,0,10000.0,0
457,15566158,Smith,780,France,Male,27,0,206619.31023387492,2,1,1,123275.06279185474,0
458,15566159,Smith,680,Spain,Male,33,3,53504.99473960567,2,1,1,99627.35601944473,0
459,15566160,Smith,523,Germany,Male,25,8,158881.27210780673,1,1,0,130180.74628713346,0
460,15566161,Smith,595,Spain,Male,63,1,11668.400244669516,3,0,0,10000.0,1
461,15566162,Smith,724,Spain,Female,40,0,25517.451691781826,1,0,0,47539.73995266433,0
462,15566163,Smith,467,France,Female,31,1,40669.77340758996,3,1,1,69952.30381126826,0
463,15566164,Smith,508,Spain,Female,42,6,32715.534427673883,1,1,0,103968.30656799074,0
464,15566165,Smith,612,Germany,Female,38,4,61605.063292075065,2,1,1,97427.14186582895,0
465,15566166,Smith,742,Spain,Male,37,4,39561.089863925095,2,1,0,69216.45547576269,0
466,15566167,Smith,628,France,Male,47,9,34032.920363271325,1,1,1,105792.69821429075,0
467,15566168,Smith,696,Germany,Male,49,3,132923.5998236664,1,1,1,179233.0598871302,0
468,15566169,Smith,650,Germany,Female,33,0,136189.68112565827,2,1,1,110683.07283655606,0
469,15566170,Smith,635,France,Male,33,7,122464.82491876578,1,0,0,132904.68205348743,0
470,15566171,Smith,584,France,Female,36,0,101199.9477792164,2,1,1,98862.15107187969,0
471,15566172,Smith,733,France,Male,18,9,79637.15328897761,2,1,1,89357.21601450062,0
472,15566173,Smith,524,France,Male,21,2,50148.46546670457,2,1,1,83441.68601978352,0
473,15566174,Smith,626,Germany,Female,56,1,27342.124762245403,4,1,0,101779.31741931145,1
474,15566175,Smith,764,Germany,Male,59,1,93149.78517163437,1,0,1,159165.23416189378,1
475,15566176,Smith,573,Spain,Female,37,8,16318.480372660102,1,0,0,159136.42824074242,0
476,15566177,Smith,494,Germany,Male,46,8,25303.953541230338,1,1,0,145967.4001386169,1
477,15566178,Smith,438,Spain,Male,43,4,132645.6628102405,2,1,0,108088.92339908837,0
478,15566179,Smith,716,France,Female,76,10,170032.45208610434,3,1,1,137839.06281009706,1
479,15566180,Smith,723,Spain,Male,53,1,94664.75690832404,4,1,1,77334.89629746682,1
480,15566181,Smith,615,Germany,Female,38,9,130322.8576147322,3,1,0,157224.2204480517,1
481,15566182,Smith,522,Germany,Female,28,6,62707.58412780083,3,0,0,157010.48061273334,1
482,15566183,Smith,635,France,Female,20,7,8116.290695615797,4,1,1,94955.05053652314,0
483,15566184,Smith,767,France,Male,42,8,105608.5809309292,1,0,0,59111.443848960735,0
484,15566185,Smith,523,France,Female,30,3,103464.4661635032,3,1,1,72740.4802700228,0
485,15566186,Smith,755,Germany,Female,22,0,78583.4276940122,2,0,1,29177.55072293678,0
486,15566187,Smith,480,Spain,Female,32,6,62881.227094744434,1,1,0,76201.58681265668,0
487,15566188,Smith,536,France,Male,27,6,123110.5289290549,1,1,0,26169.25591733397,0
488,15566189,Smith,660,Spain,Male,60,0,25713.348328626278,1,0,1,50220.98056603355,0
489,15566190,Smith,744,France,Female,50,3,36310.97105546711,2,0,0,120461.62182342731,1
490,15566191,Smith,797,France,Male,39,3,24594.6746619786,2,1,0,69357.25055963713,0
491,15566192,Smith,749,Germany,Female,57,0,79248.64813179136,1,1,0,39531.75348631164,1
492,15566193,Smith,805,France,Female,40,6,20605.349394537086,2,1,0,101334.44976508274,0
493,15566194,Smith,668,France,Male,29,2,40787.890974237824,1,0,1,104700.5066918488,0
494,15566195,Smith,587,France,Female,58,0,39712.2218886401,2,1,1,15154.97494472345,0
495,15566196,Smith,768,France,Male,46,6,61969.58338330209,2,1,1,122274.69479684663,0
496,15566197,Smith,786,Spain,Male,27,2,631.2776798011619,4,1,0,122664.2285621457,0
497,15566198,Smith,743,Spain,Male,37,2,79360.24960186335,1,0,0,20423.99309050078,0
498,15566199,Smith,711,France,Female,29,2,137365.1825332339,3,0,1,196970.63027217914,0
499,15566200,Smith,789,France,Male,23,3,81774.5686158381,1,1,1,192780.87785698124,0
500,15566201,Smith,684,France,Female,51,4,152066.05724006603,1,1,1,170757.54401897747,0
501,15566202,Smith,647,France,Female,62,0,141699.90929384626,1,0,0,54630.60789317023,1
502,15566203,Smith,722,Spain,Female,23,2,113886.75236239273,2,1,1,12766.627276454077,0
503,15566204,Smith,697,France,Female,46,0,78734.29213184428,4,1,0,46149.18888833056,1
504,15566205,Smith,738,France,Female,32,2,76125.01941227198,2,1,1,148582.40655525308,0
505,15566206,Smith,636,France,Male,34,2,113189.988618163,3,0,1,100659.0814193628,0
506,15566207,Smith,740,France,Female,32,3,55416.46952479838,1,1,1,144690.90614547435,0
507,15566208,Smith,735,France,Male,29,9,0.0,1,0,1,129341.83325874901,0
508,15566209,Smith,671,Spain,Male,40,0,99600.202705148,2,1,1,200000.0,0
509,15566210,Smith,574,France,Female,30,4,18446.568503251438,1,1,0,191345.46456933708,0
510,15566211,Smith,774,France,Female,43,3,26892.938590480764,4,0,0,101232.71593046325,1
511,15566212,Smith,529,Spain,Male,39,4,75011.19739978941,2,1,1,128035.05916166141,0
512,15566213,Smith,554,Spain,Male,37,5,70243.75612232651,1,1,0,40106.436605258124,0
513,15566214,Smith,666,France,Female,29,2,4396.2196842184785,2,1,0,43683.7685551204,0
514,15566215,Smith,399,France,Female,33,2,83274.57820665701,1,1,0,186895.01448070296,0
515,15566216,Smith,804,Germany,Male,49,4,123306.98304305243,1,0,0,68751.49257837294,1
516,15566217,Smith,651,Spain,Female,46,4,18582.92148671086,2,1,1,145402.9214999005,0
517,15566218,Smith,803,France,Male,28,8,138624.16654243798,2,1,0,36376.6154338382,0
518,15566219,Smith,830,France,Female,41,6,0.0,4,1,1,43060.89440660953,0
519,15566220,Smith,634,France,Male,49,5,180866.20721854767,1,1,1,200000.0,0
520,15566221,Smith,784,Germany,Male,19,1,54436.97847582583,2,1,0,101058.27146656589,0
521,15566222,Smith,543,Spain,Male,46,8,82280.84984134456,1,0,1,94147.55343094072,0
522,15566223,Smith,693,France,Female,32,9,0.0,1,1,0,182227.72900584067,0
523,15566224,Smith,602,France,Female,46,2,71893.19667653457,2,1,1,95316.87029023547,0
524,15566225,Smith,719,Germany,Male,30,6,86424.10888590959,1,1,0,94884.17543875526,0
525,15566226,Smith,738,France,Male,18,7,70691.89479502528,2,1,0,110574.29706083747,0
526,15566227,Smith,634,France,Female,20,8,46845.94614738131,2,1,0,104373.94618001017,0
527,15566228,Smith,704,Spain,Male,40,4,27671.77407360926,1,1,0,100523.40820243489,0
528,15566229,Smith,744,France,Female,43,5,131526.33097686555,1,1,1,184240.05335206504,0
529,15566230,Smith,668,Spain,Male,29,5,76540.3567498975,1,0,0,182119.36566674913,0
530,15566231,Smith,850,Spain,Female,47,4,152037.6188258386,3,1,1,75288.45564551422,0
531,15566232,Smith,636,Germany,Female,20,6,48675.88226025385,1,1,0,55363.23900725535,0
532,15566233,Smith,815,Spain,Female,39,0,53260.26533138915,1,1,1,10000.0,0
